;2016-10-30 05:00;5;26;"Indian-Americans overwhelmingly support Hillary Clinton http://www. ndtv.com/world-news/ind ian-americans-overwhelmingly-support-hillary-clinton-1586429 … pic.twitter.com/u4k6X7eeDT";;;;"792508816243904512";https://twitter.com/ndtv/status/792508816243904512
;2016-10-30 04:30;5;9;"Himachal Pradesh increases incentive for killing monkeys http://www. ndtv.com/world-news/him achal-pradesh-increases-incentive-for-killing-monkeys-1586555 …";;;;"792501270577688576";https://twitter.com/ndtv/status/792501270577688576
;2016-10-30 04:00;5;20;"Former Miss Universe Jennifer Hawkins says Donald Trump treated her with respect http://www. ndtv.com/world-news/for mer-miss-universe-jennifer-hawkins-says-donald-trump-treated-her-with-respect-1586453 … pic.twitter.com/VP1ucH7PQj";;;;"792493719077335040";https://twitter.com/ndtv/status/792493719077335040
;2016-10-30 03:30;16;26;"Equal pay for equal work applicable to contractual employees: Supreme Court http://www. ndtv.com/india-news/equ al-pay-for-equal-work-applicable-to-contractual-employees-supreme-court-1586536 … pic.twitter.com/EWVB5iCqaz";;;;"792486168248147968";https://twitter.com/ndtv/status/792486168248147968
;2016-10-30 03:00;19;43;"These amazing little birds just broke the world record for nonstop flight http://www. ndtv.com/world-news/the se-amazing-little-birds-just-broke-the-world-record-for-nonstop-flight-1586379 … pic.twitter.com/4TpG9zFMKl";;;;"792478619327164416";https://twitter.com/ndtv/status/792478619327164416
;2016-10-30 02:30;12;16;"Google glass may teach you Morse code within hours http://www. ndtv.com/world-news/goo gle-glass-may-teach-you-morse-code-within-hours-1586499 … pic.twitter.com/IXD0V9k1D0";;;;"792471077947527169";https://twitter.com/ndtv/status/792471077947527169
;2016-10-30 02:00;12;22;"The world's first fossilized dinosaur brain may have been found http://www. ndtv.com/world-news/the -worlds-first-fossilized-dinosaur-brain-may-have-been-found-1586381 … pic.twitter.com/Yn6z2alMWY";;;;"792463521573318656";https://twitter.com/ndtv/status/792463521573318656
;2016-10-30 00:45;7;21;"Truth vs Hype: Inside The Mistry-Tata War http://www. ndtv.com/video/news/tru th-vs-hype/truth-vs-hype-inside-the-mistry-tata-war-436794 …";;;;"792444721369010176";https://twitter.com/ndtv/status/792444721369010176
;2016-10-30 00:45;1;10;"Big Fight Diwali Special: What Is The Best Mode Of Investment? http://www. ndtv.com/video/news/the -big-fight/big-fight-diwali-special-what-is-the-best-mode-of-investment-436791 …";;;;"792444665316319232";https://twitter.com/ndtv/status/792444665316319232
;2016-10-30 00:31;3;20;"Top stories now on http:// NDTV.com pic.twitter.com/1Y9B80SL7n";;;;"792441213651595264";https://twitter.com/ndtv/status/792441213651595264
;2016-10-30 00:24;1;15;"The week in the US campaign: Home stretch, @FBI surprise, glass ceiling http://www. ndtv.com/world-news/the -week-in-the-us-campaign-home-stretch-fbi-surprise-glass-ceiling-1586564 … pic.twitter.com/EDGzPgPMzI";;@FBI;;"792439429361119232";https://twitter.com/ndtv/status/792439429361119232
;2016-10-30 00:07;21;41;"Rahul Gandhi wrong on facts: Government snubs Congress leader on 'One Rank, One Pension' @OfficeOfRG http://www. ndtv.com/india-news/rah ul-gandhi-wrong-on-facts-government-snubs-congress-leader-on-one-rank-one-pension-1586563 … pic.twitter.com/ru5D1iugWf";;@OfficeOfRG;;"792435201200709632";https://twitter.com/ndtv/status/792435201200709632
;2016-10-30 00:03;42;53;"BSF jawan, killed in ceasefire violation, was to come home after #Diwali http://www. ndtv.com/india-news/bsf -jawan-killed-in-ceasefire-violation-was-to-come-home-after-diwali-1586567 … pic.twitter.com/wxOl6jimHH";;;#Diwali;"792434077513060352";https://twitter.com/ndtv/status/792434077513060352
;2016-10-29 23:06;7;23;"Ex-Mumbai top cop Rakesh Maria had said Peter Mukerjea was not guilty: Devendra Fadnavis @Dev_Fadnavis http://www. ndtv.com/india-news/ex- mumbai-top-cop-rakesh-maria-had-said-peter-mukerjea-was-not-guilty-devendra-fadnavis-1586559 … pic.twitter.com/cIX0I3GquY";;@Dev_Fadnavis;;"792419900551680000";https://twitter.com/ndtv/status/792419900551680000
;2016-10-29 22:40;47;111;"4 Pak posts destroyed, heavy casualties inflicted in Keran along Line of Control (LoC), says Army http://www. ndtv.com/india-news/4-p ak-posts-destroyed-heavy-casualties-inflicted-along-line-of-control-says-army-1586552 … pic.twitter.com/ZWeKtUyJzf";;;;"792413222842138624";https://twitter.com/ndtv/status/792413222842138624
;2016-10-29 22:30;113;328;"Border Security Force will neither offer nor accept sweets from Pak rangers at Wagah Border on Diwali in protest of ceasefire violations.";;;;"792410854914260992";https://twitter.com/ndtv/status/792410854914260992
;2016-10-29 22:17;10;57;"Lead story now on http:// NDTV.com : http:// goo.gl/XFVGi6 pic.twitter.com/sZtnmJpGn0";;;;"792407644027822080";https://twitter.com/ndtv/status/792407644027822080
;2016-10-29 22:15;18;31;"Fire in cracker market; 4 injured, 150 stalls gutted in Aurangabad http://www. ndtv.com/india-news/fir e-in-cracker-market-4-injured-150-stalls-gutted-in-aurangabad-1586540 … pic.twitter.com/NUI2j4u6KJ";;;;"792407056565153792";https://twitter.com/ndtv/status/792407056565153792
;2016-10-29 22:13;11;29;"Defence personnel to get disability pension under old formula http://www. ndtv.com/india-news/def ence-personnel-to-get-disability-pension-under-old-formula-1586547 … pic.twitter.com/z0RYrVakQR";;;;"792406549306019841";https://twitter.com/ndtv/status/792406549306019841
;2016-10-29 22:12;10;28;"Armed men burn down girls' school in north Afghanistan http://www. ndtv.com/world-news/arm ed-men-burn-down-girls-school-in-north-afghanistan-1586550 … pic.twitter.com/u3HbKjioek";;;;"792406268115693568";https://twitter.com/ndtv/status/792406268115693568
;2016-10-29 22:09;34;63;"4 Pak posts destroyed, heavy casualties inflicted along Line of Control (LoC), says Army http://www. ndtv.com/india-news/4-p ak-posts-destroyed-heavy-casualties-inflicted-along-line-of-control-says-army-1586552 … pic.twitter.com/r7Fgg49AFc";;;;"792405517876420609";https://twitter.com/ndtv/status/792405517876420609
